ผลคะแนนการเลือกตั้งสมาชิกสภาผู้แทนราษฎร แบบแบ่งเขตเลือกตั้ง เมื่อวันที่ 24 มีนาคม 2562,,,,,
จำแนกตามเขตเลือกตั้ง,,,,,
,,,,,
จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,ผลคะแนน
,,27,นายบัญชา  มาตย์วังแสง,ครูไทยเพื่อประชาชน,74
,,16,นางสาวศศิวิมล  พฤกพัฒนาชัย,ประชาชนปฏิรูป,72
,,14,นางสาวจารุวรรณ  เจริญพันธ์,ชาติพัฒนา,69
,,34,นายสมาน  เฮ้าสา,พลังสังคม,42
,,32,นายยนต์  เบ้าไธสงค์,ไทรักธรรม,36
,,20,จ่าสิบตำรวจ กฐสักกษัษฐี  โคตุทา,เพื่อแผ่นดิน,33
,,30,นายบุญญฤทธิ์  กาฬหว้า,ประชาธรรมไทย,26
,,31,นายปราโมทย์  พรมพินิจ,พลังแผ่นดินทอง,19
นครราชสีมา,1,17,นายเกษม  ศุภรานนท์,พลังประชารัฐ,"25,982"
,,9,นายวรพงศ์  โสมัจฉา,อนาคตใหม่,"23,855"
,,11,ร้อยตำรวจเอก สุปชัย  อินทรักษา,เพื่อไทย,"15,990"
,,6,นายธงชัย  ลืออดุลย์,ชาติพัฒนา,"15,526"
,,7,นายอดุลย์  อยู่ยืน,ภูมิใจไทย,"11,108"
,,13,นายชุบ  ชัยฤทธิไชย,ประชาธิปัตย์,"3,202"
,,12,นายอมร  แก้วสุข,เศรษฐกิจใหม่,"3,090"
,,5,นางวารินทร์ทิพย์  ธีรดนย์ศิริกุล,เสรีรวมไทย,"2,421"
,,8,นายกฤศกร  จิตดนัย,รวมพลังประชาชาติไทย,"1,062"
,,21,นายญาณกิตติ์  ศิริทรัพย์,ชาติไทยพัฒนา,528
,,1,นายอนุชิต  คำพิรานนท์,รักษ์ผืนป่าประเทศไทย,517
,,4,นายนัฐพล  ประสาทไทย,เพื่อชาติ,387
,,14,นายวราวุฒิ  แท่นแก้ว,ประชานิยม,315
,,2,นายอัคคชา  พรหมสูตร,ประชาชาติ,302
,,3,นายธวัศชา  เดชสุภา,ประชาภิวัฒน์,273
,,23,นางสาวนรินทร์  นพสูงเนิน,ไทยศรีวิไลย์,258
,,15,พลตรี ภูสิษฐ์  หล่อประเสริฐ,ประชาชนปฏิรูป,252
,,31,พลโท ยศวัฒน์  อนันต์ดิลกฤทธิ์,ภราดรภาพ,145
,,28,พันตรี ประชิด  ชีไธสง,พลังไทยรักไทย,141
,,10,นายจักรวุธ  ไตรวัลลภ,ไทยธรรม,140
,,36,พันโท พิษณุ  ประจิตร,พลังประชาธิปไตย,115
,,19,ดาบตำรวจ บัวผิน  ม่วงดี,พลังท้องถิ่นไท,107
นครราชสีมา,1,25,ร้อยตำรวจเอก อรุณธร  บุญนพวรรณ,ครูไทยเพื่อประชาชน,103
,,41,นายพฤกษ์  สธนเสาวภาคย์,ผึ้งหลวง,101
,,24,นางเทือง  ลาภประเสริฐ,กรีน,81
,,18,ร้อยตรี พงศภัค  ภูริสิทธิพล,พลังสังคม,73
,,32,นายธนัท  วัฒนะสิริโชค,ประชาธรรมไทย,73
,,30,นายยศธน  ศรีธาตุ,พลังชาติไทย,71
,,26,นายสุนันท์  ทองพูน,ประชาไทย,69
,,27,พันตำรวจโท ศุภวัฒน์  รังคะวัต,พลังไทสร้างชาติ,61
,,33,นางสาวเจมิกา  อัครเศรษฐนนท์,รวมใจไทย,44
,,20,นายสมนึก  งามสะอาด,เพื่อแผ่นดิน,43
,,40,นางสาวพวงชมพู  ปะโมนะตา,ไทรักธรรม,37
,,29,นายกฤษดา  ตะโพวิญญู,พลังปวงชนไทย,26
,,35,นายอภิชาติ  ทิพยกุล,พลังแผ่นดินทอง,21
,,37,นายกิติพัฒน์  รอดอำพันธุ์,พลังศรัทธา,21
,,38,นายกิตติศักดิ์  กุนอก,ภาคีเครือข่ายไทย,6
,2,18,นายวัชรพล  โตมรศักดิ์,ชาติพัฒนา,"28,216"
,,3,นายพัลลภ  เสนาดี,อนาคตใหม่,"25,316"
,,9,นายประพิศ  นวมโคกสูง,พลังประชารัฐ,"24,518"
,,7,นายสุธรรม  พรสันเทียะ,เพื่อไทย,"18,979"
,,8,นายลบพาล  ธีระบุตร,ภูมิใจไทย,"3,423"
,,5,นางณัฐธยาน์  พิพิทฐานนท์,ประชาธิปัตย์,"2,897"
,,11,นายนันทวัฒน์  กมลวัทน์,เสรีรวมไทย,"2,808"
,,6,นายสมชัย  ปล้องพุดซา,ประชาชาติ,564
,,14,นายลัดทา  ชนะภัย,รวมพลังประชาชาติไทย,520
,,26,นายรุ่งโรจน์  วรชมพู,ชาติไทยพัฒนา,458
,,29,นางรุ่งทิวา  สกุลศรี,พลังไทยรักไทย,428
,,17,นางนิทรา  จารุธำรง,รวมใจไทย,418
,,19,นางสาวอารยา  รุจิวรรณ์,รักษ์ผืนป่าประเทศไทย,355
,,30,นางสาวนิตยา  จันทร์กลาง,ไทยศรีวิไลย์,300
,,28,นางสาวดวงใจ  ทรงจอหอ,พลังชาติไทย,290
,,10,นายบุญชรัสมิ์  ทินราช,เพื่อชาติ,255
,,27,นางดวงนภา  จันทร์ลิ้ม,ครูไทยเพื่อประชาชน,225
,,12,ร้อยตำรวจเอก อนันต์  มนต์สันเทียะ,ประชานิยม,213
,,16,พลตรี ประจักษ์  ประเมศรี,ประชาชนปฏิรูป,206
,,15,นายไตรรัตน์  ปะหูปะปา,ประชาภิวัฒน์,176
,,21,นายวาสนา  แต้มพุดซา,พลังท้องถิ่นไท,159
,,35,นายอโณทัย  พินิจไชย,ความหวังใหม่,147
,,13,นายศักดิ์ฤทธิ์  ปักษา,ไทยธรรม,139
,,23,นายเรวัตร์  ดุลย์ขุนทด,กรีน,131
,,22,นายสันติ  วงษาเกษ,ประชาธิปไตยใหม่,89
,,25,นายคีรีบูน  เจริญผล,พลังไทสร้างชาติ,83
,,36,นายวรเทพ  กระจ่างโพธิ์,พลังศรัทธา,79
,,37,นางสาวรุจิภาส  รักษาเขต,ไทรักธรรม,79
,,34,นายสุทัศน์  เลิศกิ่ง,พลังประชาธิปไตย,76
,,24,นางพิมพ์นิภา  ปานเจริญศักดิ์,ประชาไทย,73
